	title	cuisine	cost	price_level	food_rating	decor_rating	service_rating
408	Ike's of Santa Clara	Sandwich Shop	13.0	I	4.4	3.3	3.9
409	Torc	American	67.0	M	4.4	4.2	4.3
410	Eiji	Japanese	42.0	E	4.4	3.9	4.3
411	Blue Barn		19.0	I	4.4	3.8	3.8
412	Falafel's Drive In	Middle Eastern	11.0	I	4.4	3.0	3.9
413	Walnut Creek Yacht Club	Seafood	44.0	M	4.4	3.9	4.2
414	Andytown Coffee Roasters	Coffee Shop	9.0	I	4.4	4.3	4.4
415	Monsieur Benjamin	French	60.0	E	4.4	4.2	4.3
416	Koi Palace鲤鱼门	Chinese	33.0	M	4.4	3.8	3.6
417	Ca' Momi Osteria	Italian	33.0	M	4.4	3.8	3.9
418	Koja Kitchen	Korean	10.0	I	4.4	3.7	4.0
419	Jackson Fillmore Trattoria	Italian	41.0	M	4.4	3.6	4.2
420	B-Dama	Japanese	22.0	I	4.4	3.5	3.8
421	Chotto	Japanese	49.0	E	4.4	4.0	4.3
422	Ramen Shop	Ramen	34.0	M	4.4	4.0	4.2
423	EPIC Steak	Steakhouse	73.0	E	4.4	4.5	4.3
424	Zazie	French	32.0	M	4.4	4.0	4.2
425	North Beach Restaurant	Italian	53.0	E	4.4	4.0	4.4
426	The Chairman	Asian	18.0	I	4.4	3.5	3.9
427	Roka Akor | San Francisco	Japanese	63.0	VE	4.4	4.5	4.1
428	Fonda	Mexican	33.0	M	4.4	4.0	4.0
429	Plow	Californian	31.0	M	4.4	3.9	4.2
430	900 Grayson	American	22.0	I	4.4	3.7	4.1
431	Crustacean	Vietnamese	71.0	E	4.4	3.9	4.0
432	Firefly Restaurant	American	45.0	E	4.4	4.0	4.2
433	Koo	Sushi	49.0	E	4.4	3.6	3.9
434	Jim's Country Style Restaurant	Southern American	16.0	I	4.4	3.4	4.1
435	Arinell Pizza	Pizza	8.0	I	4.4	2.8	3.5
436	Taqueria Tlaquepaque	Mexican	17.0	I	4.4	3.5	3.7
437	Mission Beach Cafe	Cafe	29.0	M	4.4	3.7	4.0
438	Amber India	Indian	37.0	M	4.4	4.2	4.1
439	Domo	Sushi	47.0	M	4.4	4.0	4.0
440	À Côté	Mediterranean	43.0	M	4.4	4.1	4.3
441	OTD	Vietnamese	29.0	M	4.4	3.5	3.9
442	Arinell Pizza	Pizza	8.0	I	4.4	2.8	3.5
443	Glen Ellen Star	American	54.0	E	4.4	3.7	4.3
444	Kabuto Sushi	Japanese	49.0	E	4.4	3.5	3.9
445	Taqueria Cancun	Mexican	12.0	I	4.4	3.1	4.0
446	Blue Barn Gourmet	Californian	19.0	I	4.4	3.8	3.8
447	Una Pizza Napoletana	Pizza	31.0	M	4.4	3.5	3.7
448	Taquerias El Farolito	Mexican	12.0	I	4.4	3.0	3.7
449	Top Dog	Hot Dog	8.0	I	4.4	2.9	3.8
450	K&amp;L; Bistro	French	49.0	E	4.4	4.1	4.2
451	Sociale	Italian	58.0	E	4.4	4.2	4.4
452	Hayes Street Grill	Seafood	56.0	E	4.4	3.9	4.3
453	Top Dog		8.0	I	4.4	2.9	3.8
454	Ozumo	Japanese	63.0	E	4.4	4.4	4.2
455	Encuentro	Vegetarian	38.0	M	4.4	4.2	4.0
456	Le Bistro	French	41.0	E	4.4	3.8	4.3
457	Vanessa's Bistro 2 Vietnamese Restaurant	Vietnamese	37.0	M	4.4	4.0	4.2
458	Yummy Yummy	Vietnamese	19.0	I	4.4	3.4	4.1
459	Brindisi Cucina Di Mare	Italian	50.0	M	4.4	3.9	4.1
460	KoJa Kitchen	Korean	10.0	I	4.4	3.7	4.0
461	Ike's Lair	Sandwich Shop	13.0	M	4.4	3.3	3.9
462	Molina	Californian	59.0	E	4.4	3.7	4.2
463	Pizzeria Delfina	Pizza	30.0	M	4.4	3.8	4.0
464	Souvla	Greek	20.0	I	4.4	3.9	4.0
465	4505 Burgers &amp; BBQ	American	22.0	I	4.4	3.8	4.0
466	Kingston 11 Cuisine	Jamaican	30.0	M	4.4	3.9	3.9
467	Zona Rosa	Mexican	27.0	M	4.4	3.9	4.2
468	CREAM Palo Alto	Ice Cream Shop	6.0	I	4.4	3.8	4.1
469	The Dock Supper House	New American	39.0	M	4.4	3.9	4.2
470	Madras Cafe	Indian	14.0	I	4.4	3.3	3.8
471	Gregory's Upstairs	New American	22.0	I	4.4	3.1	4.4
472	Chez Maman	French	33.0	M	4.4	3.7	4.1
473	Frascati	Mediterranean	52.0	E	4.4	3.9	4.3
474	Suppenküche	German	36.0	M	4.4	3.9	4.0
475	20th Century Cafe	Cafe	20.0	I	4.4	4.4	4.3
476	Avatar's	Indian	22.0	M	4.4	3.2	4.2
477	Mamacita	Mexican	39.0	M	4.4	4.0	4.0
478	Ike's Sandwiches		13.0	I	4.4	3.3	3.9
479	AQ	American	88.0	VE	4.4	4.3	4.2
480	Sasa	Japanese	52.0	M	4.4	4.3	4.1
481	Chalkboard	American	55.0	E	4.4	4.3	4.4
482	Central Kitchen	Californian	52.0	E	4.4	4.2	4.2
483	Ozumo	Japanese	63.0	E	4.4	4.4	4.2
484	Amber	Indian	37.0	M	4.4	4.2	4.1
485	Udupi Palace	Indian	18.0	M	4.4	3.3	3.9
486	Dry Creek Kitchen	Californian	68.0	E	4.4	4.5	4.3
487	Chez Maman	French	33.0	M	4.4	3.7	4.1
488	Kirala	Japanese	35.0	M	4.4	3.6	4.0
489	Comal	Mexican	40.0	M	4.4	4.4	4.1
490	Bocadillos	Spanish	50.0	M	4.4	3.9	4.2
491	Va de Vi	Small Plates	49.0	M	4.4	4.3	4.2
492	The Mill	Coffee Shop	12.0	I	4.4	4.4	4.0
493	Pampas	Brazilian	52.0	E	4.4	4.2	4.2
494	Bistro Aix	French	47.0	E	4.4	4.0	4.2
495	Sir and Star at the Olema	Californian	61.0	E	4.4	4.1	4.0
496	Truly Mediterranean	Mediterranean	12.0	I	4.4	2.9	3.8
497	Absinthe Brasserie &amp; Bar	French	51.0	E	4.4	4.3	4.3
498	Avatar's punjabi burrito	Indian	22.0	I	4.4	3.2	4.2
499	Osteria Cucina Toscana	Italian	39.0	M	4.4	3.7	4.2
500	Soif		46.0	E	4.4	4.0	4.2
501	Navio	American	84.0	E	4.4	4.7	4.4
502	Bar Terra		65.0	E	4.4	4.3	4.3
503	Out the Door	Vietnamese	29.0	M	4.4	3.5	3.9
504	Marche aux Fleurs	French	53.0	E	4.4	4.0	4.3
505	McCormick &amp; Schmick's Seafood &amp; Steaks		50.0	E	4.4	4.3	4.3
506	Pacific Cafe	Seafood	36.0	M	4.4	3.6	4.2
507	Café Lucia	Cafe	47.0	M	4.4	4.1	4.2
508	Pappo	New American	43.0	E	4.4	4.1	4.3
509	955 Ukiah Street Restaurant	Eclectic	42.0	E	4.4	4.2	4.4
510	Bakesale Betty		14.0	I	4.4	3.1	3.9
511	Ike's Place	Sandwich Shop	13.0	I	4.4	3.3	3.9
512	Alegrias Spanish Restaurant	Spanish	36.0	M	4.4	3.9	4.1
513	El Gusano	Mexican	20.0	M	4.4	4.4	4.2
514	Dopo	Italian	43.0	E	4.4	3.7	4.3
515	Zeni	Ethiopian	20.0	M	4.4	3.9	3.9
516	Bantam	American	40.0	M	4.4	4.0	4.4
517	The Noodle House	Noodle Shop	18.0	M	4.4	3.3	4.1
518	A16 Rockridge	Italian	49.0	E	4.4	4.1	4.2
519	Chez Maman	French	32.0	M	4.4	3.8	4.3
520	1760	New American	60.0	E	4.4	4.2	4.3
521	Oren's Hummus Shop	Israeli	19.0	M	4.4	3.6	4.0
522	The Broken Record		18.0	M	4.4	3.4	3.7
523	Espetus Churrascaria San Mateo	Brazilian	65.0	E	4.4	4.1	4.4
524	Taqueria La Cumbre	Mexican	14.0	I	4.4	3.5	4.1
525	Murray Circle	Californian	62.0	M	4.4	4.5	4.2
526	CREAM Fremont	Ice Cream Shop	6.0	I	4.4	3.8	4.1
527	Ike’s Place	Sandwich Shop	13.0	I	4.4	3.3	3.9
528	La Taberna Napa	Spanish	36.0	M	4.4	4.0	4.2
529	Taquerias El Farolito	Mexican	12.0	I	4.4	3.0	3.7
530	Farm : Table	American	11.0	M	4.4	3.8	4.0
531	Pork Store Cafe	Cafe	20.0	M	4.4	3.3	3.8
532	Bix	American	65.0	E	4.4	4.6	4.4
533	Gialina	Pizza	30.0	M	4.4	3.5	4.0
534	Haven	American	61.0	E	4.4	3.9	4.0
535	Waterbar	Seafood	66.0	E	4.4	4.6	4.3
536	Mama's	American	26.0	M	4.4	3.7	3.9
537	Parada 22	Puerto Rican	18.0	M	4.4	4.0	4.2
538	Barbacco	Italian	46.0	M	4.4	4.1	4.2
539	Bouche French Bistro and Wine Bar	French	51.0	E	4.4	4.0	4.2
540	Don Pistos	Mexican	34.0	M	4.4	4.0	4.1
541	Taqueria El Favorito	Mexican	12.0	I	4.4	3.0	3.7
542	Roy's		55.0	E	4.4	4.3	4.4
543	Hong Kong Lounge	Chinese	29.0	M	4.4	3.5	3.8
544	Cafe Beaujolais	Cafe	56.0	E	4.4	4.2	4.3
545	Blue Plate	American	41.0	E	4.4	4.0	4.3
546	Naked Lunch	American	19.0	I	4.4	3.7	3.8
547	Ike's Lair of Redwood City	Sandwich Shop	13.0	I	4.4	3.3	3.9
548	Jin Sho		59.0	E	4.4	3.7	3.9
549	Model Bakery		13.0	M	4.4	3.5	3.8
550	Mathilde French Bistro	French	54.0	M	4.4	3.9	4.4
551	Grand Lake Kitchen	American	22.0	I	4.4	3.5	4.1
552	Sol Food - Mill Valley	Puerto Rican	20.0	I	4.4	3.7	3.8
553	Saint Michael's Alley	New American	48.0	M	4.4	4.5	4.3
554	Zuzu	Spanish	48.0	M	4.4	4.0	4.3
555	Insalata's	Mediterranean	44.0	M	4.4	4.4	4.4
556	Blue Barn Polk St		19.0	I	4.4	3.8	3.8
557	Shanghai House	Chinese	19.0	I	4.4	3.3	3.5
558	Willow Wood Market Cafe	Mediterranean	29.0	M	4.4	3.9	4.2
559	Han IL Kwan	Korean	22.0	M	4.4	3.4	3.6
560	Jang Su Jang	Korean	25.0	M	4.4	3.9	4.0
561	Taqueria Can-Cún	Mexican	12.0	I	4.4	3.1	4.0
562	Sino	Chinese	35.0	M	4.4	4.2	4.0
563	Ike's Love and Sandwiches	Sandwich Shop	13.0	I	4.4	3.3	3.9
564	Downtown Bakery &amp; Creamery		15.0	I	4.4	3.2	3.8
565	Eliza's	Chinese	23.0	I	4.4	4.0	4.0
566	Ike's Place	Sandwich Shop	13.0	I	4.4	3.3	3.9
567	Taquerias El Farolito	Mexican	12.0	I	4.4	3.0	3.7
568	The Lexington House	New American	56.0	E	4.4	4.0	4.1
569	Gregory's Gourmet Desserts		22.0	I	4.4	3.1	4.4
570	Marla Bakery	New American	29.0	M	4.4	4.0	4.1
571	Red Hill Station	Seafood	41.0	I	4.4	3.5	4.2
572	Rye Project	American	16.0	I	4.4	3.5	4.2
573	Trestle	New American	61.0	E	4.4	3.9	4.3
574	Fork Roadhouse	New American	28.0	M	4.4	3.9	4.2
575	Burma Love	Burmese	30.0	M	4.4	4.0	4.2
576	Garaje	Mexican	25.0	I	4.4	4.0	3.9
577	Parlour	Italian	47.0	E	4.4	4.2	4.4
578	Michel Bistro	French	40.0	M	4.4	4.1	4.2
579	Belly	Mexican	18.0	I	4.4	3.7	4.2
580	Evangeline	French	43.0	E	4.4	4.3	4.2
581	Lolinda	Argentinean	52.0	E	4.4	4.4	4.1
582	San Tung 2	Chinese	20.0	I	4.4	3.0	3.4
583	San Tung	Chinese	20.0	M	4.4	3.0	3.4
584	Amy's Drive Thru	Health Food	11.0	I	4.4	4.3	4.4
585	The Butler And The Chef Bistro	French	23.0	M	4.4	4.1	3.9
586	Calavera	Mexican	49.0	E	4.4	4.4	4.2
587	Baume	French	217.0	VE	4.4	4.1	4.4
588	Le P'tit Laurent	French	40.0	M	4.4	4.1	4.2
589	Zarzuela	Spanish	42.0	M	4.4	3.8	4.3
590	Dishdash	Middle Eastern	24.0	I	4.4	3.8	4.0
591	Californios	Mexican	102.0	VE	4.4	4.2	4.3
592	Hakkasan	Chinese	75.0	E	4.4	4.6	4.3
593	The Flying Falafel	Vegan	10.0	I	4.4	2.8	4.2
594	Heirloom Café		54.0	E	4.4	3.9	4.2
595	Camino	Californian	56.0	E	4.4	4.2	4.2
596	Pizzeria Tra Vigne	Pizza	36.0	M	4.3	3.9	3.9
597	Azzurro Pizzeria E Enoteca	Pizza	32.0	M	4.3	3.7	4.0
598	Sumika	Japanese	42.0	M	4.3	3.5	3.5
599	The Cheese Steak Shop		12.0	I	4.3	3.1	4.0
600	Mistral Restaurant and Bar	New American	47.0	E	4.3	4.3	4.2
601	Vung Tau Restaurant	Vietnamese	24.0	M	4.3	3.5	3.8
602	Pearl's Deluxe Burgers	Burger	15.0	I	4.3	3.2	3.8
603	GocHi Japanese Fusion Tapas	Japanese	40.0	M	4.3	3.7	3.8
604	Henry's Hunan		21.0	M	4.3	3.2	3.8
605	In-N-Out Burger	Burger	9.0	I	4.3	3.5	4.1
606	Helmand Palace	Afghani	37.0	M	4.3	3.6	4.0
607	Cheese Steak Shop	Cheesesteak	12.0	I	4.3	3.1	4.0
608	Blue Bottle Coffee	Coffee Shop	8.0	I	4.3	3.8	4.0
609	HRD	Asian	15.0	I	4.3	3.2	4.0
610	LB Steak Menlo Park	Steakhouse	59.0	E	4.3	4.4	4.3
611	3 Alarm Grill	American	19.0	I	4.3	4.1	4.0
612	Big Chef Tom's Belly Burgers	Burger	16.0	I	4.3	3.7	3.5
613	Blue Bottle Coffee	Coffee Shop	8.0	I	4.3	3.8	4.0
614	Cocotte	French	54.0	E	4.3	4.0	4.0
615	Mescolanza Restaurant	Italian	36.0	M	4.3	3.3	4.2
616	Citrus Restaurant		37.0	M	4.3	4.2	4.1
617	Izakaya Rintaro	Japanese	53.0	E	4.3	4.4	4.1
618	Rangoon Ruby Burmese Cuisine	Asian	34.0	M	4.3	3.9	4.1
619	Patxi's Pizza San Carlos	Pizza	23.0	M	4.3	3.8	3.9
620	ABV		37.0	M	4.3	4.1	4.1
621	César	Spanish	36.0	M	4.3	4.1	4.0
622	L'Osteria del Forno	Italian	39.0	M	4.3	3.6	3.9
623	Cha-Ya	Japanese	27.0	M	4.3	3.6	3.9
624	Little Chihuahua	Mexican	14.0	I	4.3	3.6	4.0
625	Betty's Fish &amp; Chips	Sandwich Shop	19.0	I	4.3	3.4	3.9
626	Z &amp; Y Restaurant	Chinese	27.0	M	4.3	3.3	3.5
627	Vung Tau Restaurant	Vietnamese	24.0	I	4.3	3.5	3.8
628	Vung Tau II Restaurant	Vietnamese	24.0	M	4.3	3.5	3.8
629	Copita	Mexican	42.0	M	4.3	4.1	4.0
630	Koh Samui &amp; The Monkey	Thai	34.0	M	4.3	4.1	4.1
631	Anchalee Thai Cuisine	Thai	18.0	M	4.3	3.8	4.1
632	Emporio Rulli	Italian	18.0	M	4.3	4.2	3.9
633	Emmy's Spaghetti Shack	Italian	33.0	M	4.3	4.0	4.0
634	Patxi's Pizza Noe Valley	Pizza	23.0	I	4.3	3.8	3.9
635	Donato Enoteca	Italian	51.0	M	4.3	4.1	4.1
636	Pho 84	Vietnamese	23.0	I	4.3	3.4	3.8
637	DOSA on Valencia	Indian	40.0	M	4.3	4.2	4.2
638	Pizza Antica	Pizza	27.0	M	4.3	3.8	4.0
639	In-N-Out Burger	Burger	9.0	I	4.3	3.5	4.1
640	The Cheese Steak Shop		12.0	I	4.3	3.1	4.0
641	Brother's Restaurant	Korean	31.0	M	4.3	2.9	3.4
642	Dasaprakash	Indian	19.0	I	4.3	4.0	4.0
643	The Cheese Steak Shop		12.0	I	4.3	3.1	4.0
644	La Victoria Taqueria	Mexican	11.0	I	4.3	3.5	3.8
645	Fentons Creamery	Ice Cream Shop	16.0	I	4.3	3.8	4.0
646	Little Chihuahua	Mexican	14.0	M	4.3	3.6	4.0
647	Patxi's Pizza Hayes Valley	Pizza	23.0	M	4.3	3.8	3.9
648	Emporio Rulli Gran Caffe	Italian	18.0	M	4.3	4.2	3.9
649	The Viking Room at Cafe du Nord	American	34.0	M	4.3	4.2	4.2
650	The Big 4	French	71.0	E	4.3	4.3	4.1
651	Plouf	French	42.0	M	4.3	3.7	4.1
652	Sakoon	Indian	27.0	M	4.3	4.3	3.9
653	Mama's Royal Cafe	American	17.0	M	4.3	3.6	4.0
654	North Beach Pizza	Pizza	19.0	M	4.3	3.5	3.9
655	Blue Bottle Coffee	Coffee Shop	8.0	I	4.3	3.8	4.0
656	Thep Phanom Thai Restaurant	Thai	34.0	M	4.3	4.0	4.2
657	North Beach Pizza	Pizza	19.0	M	4.3	3.5	3.9
658	Rocker Oysterfeller's	Seafood	45.0	M	4.3	4.0	4.1
659	LB Steak	Steakhouse	59.0	E	4.3	4.4	4.3
660	Henry's Hunan Restaurant	Chinese	21.0	I	4.3	3.2	3.8
661	Phat Philly	Cheesesteak	14.0	I	4.3	3.2	4.1
662	El Paseo Restaurant		69.0	E	4.3	4.5	4.3
663	Cheese Steak Shop Inc	Cheesesteak	12.0	I	4.3	3.1	4.0
664	Parallel 37	New American	70.0	VE	4.3	4.1	4.3
665	Dio Deka Fine Hellenic Cuisine	Greek	66.0	E	4.3	4.3	4.3
666	Marlowe	American	48.0	E	4.3	4.0	4.2
667	Pane e Vino	Pizza	48.0	E	4.3	3.7	4.3
668	The Basin	American	51.0	M	4.3	4.0	4.2
669	Colibri Mexican Bistro	Mexican	39.0	M	4.3	4.0	4.0
670	Venticello	Italian	54.0	E	4.3	4.4	4.2
671	Patxi's Pizza Inner Sunset	Pizza	23.0	M	4.3	3.8	3.9
672	Chantilly	French	65.0	E	4.3	4.4	4.5
673	Kate's Kitchen	Southern American	21.0	I	4.3	3.8	4.1
674	Aquitaine Wine Bar &amp; Bistro	French	41.0	M	4.3	4.1	4.2
675	In-N-Out Burger	Burger	9.0	I	4.3	3.5	4.1
676	In-N-Out Burger	Burger	9.0	I	4.3	3.5	4.1
677	La Fondue		68.0	E	4.3	4.1	4.2
678	Emporio Rulli	Cafe	18.0	M	4.3	4.2	3.9
679	Cetrella - Half Moon Bay	Mediterranean	52.0	E	4.3	4.3	4.0
680	Patxi's Pizza Marina	Pizza	23.0	M	4.3	3.8	3.9
681	Fang Restaurant	Chinese	36.0	M	4.3	3.8	3.7
682	Rangoon Ruby Burmese Cuisine	Burmese	34.0	M	4.3	3.9	4.1
683	Boot and Shoe Service	Pizza	34.0	M	4.3	4.0	3.9
684	Philz Coffee	Coffee Shop	6.0	I	4.3	3.7	4.3
685	Smitten Ice Cream	Ice Cream Shop	7.0	I	4.3	3.8	3.9
686	Azalina's	Malaysian	20.0	I	4.3	3.6	3.9
687	Alta CA		42.0	E	4.3	4.1	4.1
688	Roam Artisan Burgers	Organic	18.0	I	4.3	3.7	3.9
689	Aster	Californian	71.0	VE	4.3	4.0	4.2
690	Homeroom	New American	20.0	M	4.3	3.8	4.1
691	Buttermilk Southern Kitchen	Southern American	24.0	I	4.3	4.0	3.9
692	Philz Coffee	Coffee Shop	6.0	I	4.3	3.7	4.3
693	Le Cheval	Vietnamese	28.0	M	4.3	3.8	4.0
694	La Victoria		11.0	I	4.3	3.5	3.8
695	Farm Burger Berkeley	Burger	14.0	I	4.3	4.1	4.2
696	Rosamunde Sausage Grill	Hot Dog	17.0	I	4.3	3.2	3.8
697	Four Barrel Coffee	Coffee Shop	8.0	I	4.3	4.2	4.1
698	Sightglass Coffee	Coffee Shop	8.0	M	4.3	4.3	4.0
699	Blue Bottle Coffee	Coffee Shop	8.0	I	4.3	3.8	4.0
700	PPQ Dungeness Island	Seafood	40.0	M	4.3	3.4	3.7
701	Lers Ros	Thai	26.0	I	4.3	3.7	3.9
702	Cholita Linda	Latin American	18.0	I	4.3	3.8	3.7
703	L'Appart Resto	French	45.0	E	4.3	3.8	4.1
704	Sightglass Coffee	Coffee Shop		M	4.3	4.3	4.0
705	Tarantino's Restaurant	Seafood	39.0	M	4.3	4.2	4.2
706	Dim Sum Club	Dim Sum	19.0	I	4.3	3.6	4.3
707	Super Duper Burger	Fast Food	14.0	I	4.3	3.6	3.9
708	Goose and Gander	American	62.0	E	4.3	4.2	4.1
709	Picante	Mexican	16.0	M	4.3	3.8	4.0
710	Fuki Sushi	Sushi	44.0	E	4.3	4.1	4.1
711	Chile Pies Baking Co.	Dessert	12.0	I	4.3	3.9	4.1
712	Woodhouse Fish Company	Seafood	35.0	M	4.3	3.7	4.1
713	Roam Artisan Burgers	Burger	18.0	M	4.3	3.7	3.9
714	Kingdom of Dumpling	Chinese	19.0	I	4.3	2.8	3.5
715	La Victoria	Mexican	11.0	I	4.3	3.5	3.8
716	Padrecito	Mexican	34.0	I	4.3	3.9	3.9
717	In-N-Out Burger	Burger	9.0	I	4.3	3.5	4.1
718	John Ash &amp; Co.		61.0	E	4.3	4.5	4.5
719	Orexi	Greek	47.0	M	4.3	4.1	4.3
720	Café Lotus	Indian	23.0	M	4.3	3.9	4.1
721	Le Cheval	Vietnamese	28.0	M	4.3	3.8	4.0
722	Pizza Antica	Pizza	27.0	M	4.3	3.8	4.0
723	Papito	Mexican	25.0	E	4.3	3.6	4.0
724	Tamarindo	Mexican	34.0	M	4.3	4.1	4.0
725	Cha-Ya	Japanese	27.0	M	4.3	3.6	3.9
726	Moshi Moshi		30.0	M	4.3	3.8	4.2
727	Miss Ollie's	Caribbean	27.0	M	4.3	3.5	3.7
728	The Cheese Steak Shop		12.0	I	4.3	3.1	4.0
729	Cheese Steak Shop	Cheesesteak	12.0	I	4.3	3.1	4.0
730	M.Y. China	Chinese	41.0	E	4.3	4.3	4.1
731	La Victoria Taqueria	Mexican	11.0	I	4.3	3.5	3.8
732	Ken Ken Ramen	Ramen	19.0	I	4.3	3.9	4.2
733	Addis Ethiopian Restaurant	Ethiopian	19.0	M	4.3	3.7	4.2
734	Patxi's Pizza Livermore	Pizza	23.0	I	4.3	3.8	3.9
