,status_id,std_sentiment,comment_count,replies,student,learn,year,school,father,daughter,husband,age,college,young,chance,lesson,skill,teacher,program,achieve,degree,education,educator,key,complete,graduate,teach,opportunity,need,world,help,change,fight,core,ability,grow,better,accomplish,succeed,travel,accept,seek,desire,forgiveness,fate,care,people,war,kill,bad,america,issue,blame,action,fact,government,hurt,fix,victim,murder,treat,negative,innocent,poverty,trouble,politician,tired,trauma,poor,pay,rich,price,kid,child,marriage,teacher.1,parent,dad,raise,wife,mom,father.1,mother,father.2,brother,sister,son,daughter.1,work,hard,employee,manager,god,church,bible,right,hope,amazing,soul,grace,union,bless,jesus,religion,doctor,health,mental,illness,tumor,nurse,surgery,cancer,medication,disease,median_sentiment
52,102099916530784_1173912012682897,0.283502920969,7824,2419,2,15,34,20,5,6,49,16,7,59,4,7,0,1,1,0,5,0,0,1,1,1,4,1,96,65,22,15,7,0,3,9,48,1,0,0,5,9,1,0,2,16,361,0,6,58,2,10,2,3,32,0,10,3,5,0,4,39,6,0,3,1,4,0,14,6,7,0,6,6,8,1,0,3,1,5,10,5,18,5,2,37,5,6,50,21,0,0,30,6,0,178,67,56,6,10,0,9,5,1,2,3,0,0,0,0,0,4,0,2,0.0
53,102099916530784_1174192819321483,0.304022657671,4575,1007,1,3,19,12,6,4,51,6,3,69,3,0,0,0,1,1,0,0,0,1,2,1,0,2,27,20,3,12,0,0,0,2,22,0,0,0,1,0,1,0,2,5,61,2,0,36,0,0,4,0,9,2,2,0,0,0,0,1,0,0,1,0,3,0,6,0,0,0,2,2,11,0,0,4,2,6,2,6,9,6,21,11,9,4,21,14,0,0,14,0,1,51,43,17,4,3,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0.0
54,102099916530784_1174195012654597,0.324964961196,9049,1608,9,55,50,41,31,24,47,65,13,109,24,19,3,8,1,2,7,15,0,10,13,3,21,13,220,253,100,62,7,7,7,27,138,6,2,5,158,14,12,14,2,48,1082,10,48,64,8,35,9,5,70,4,18,3,0,12,9,13,9,3,11,3,4,2,31,7,11,7,18,62,30,8,15,16,5,31,101,31,66,31,35,9,102,24,43,65,0,0,753,76,709,197,162,124,51,48,0,44,215,260,7,10,11,4,0,2,0,1,0,8,0.2
55,102099916530784_1174305399310225,0.269566428484,13811,3685,4,39,29,23,27,31,43,15,9,23,4,3,0,6,0,1,4,4,0,6,7,0,14,5,114,109,41,23,3,3,10,11,53,0,0,2,20,11,9,11,1,16,434,8,15,37,12,6,1,1,36,7,10,1,4,26,13,8,3,0,4,0,6,0,31,3,2,5,81,87,57,6,9,4,1,30,15,27,7,27,10,6,33,31,22,11,0,0,676,58,511,169,58,43,28,35,0,32,202,127,1,4,3,2,0,0,0,4,1,2,0.0
56,102099916530784_1174887299252035,0.294284281067,2988,922,1,12,19,13,3,2,7,17,2,21,3,3,2,1,1,1,0,3,0,2,1,2,18,1,61,14,63,4,4,1,1,5,27,2,0,0,1,0,1,0,0,2,20,0,2,15,1,5,2,1,1,0,1,1,0,0,0,2,7,0,1,1,0,0,4,0,1,2,60,17,0,1,4,16,1,1,14,3,7,3,10,5,16,2,28,17,0,0,10,1,0,39,16,6,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,102099916530784_1174910629249702,0.349566172129,3940,919,1,18,11,11,0,2,1,29,1,45,6,14,0,3,1,2,0,4,1,4,1,0,11,0,86,43,101,3,39,1,0,12,28,1,2,0,0,1,2,0,0,5,32,30,1,7,4,0,1,1,9,1,2,2,0,0,2,0,13,0,0,2,2,0,1,2,1,0,61,17,1,3,2,5,0,1,9,0,1,0,1,0,7,2,44,12,0,0,22,3,2,70,59,24,1,1,1,14,3,0,0,2,0,0,0,1,0,0,0,0,0.102589285714
58,102099916530784_1175096865897745,0.310935743224,1619,317,2,13,13,8,0,1,4,9,5,12,2,7,1,0,0,5,0,2,0,4,4,2,2,2,38,13,6,8,0,1,0,6,15,3,0,2,0,1,1,0,0,3,77,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,4,0,0,2,0,0,1,4,3,1,1,2,2,0,0,1,1,1,3,0,3,0,1,4,1,1,6,4,0,2,14,3,0,45,6,7,1,3,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0.0
59,102099916530784_1175605879180177,0.325513062326,5758,1880,2,11,27,10,10,7,6,9,17,19,8,3,0,1,0,0,2,1,0,1,4,1,10,4,85,66,22,7,29,0,2,6,34,0,0,1,1,1,0,0,1,3,160,1,3,479,8,1,2,3,14,2,15,2,0,0,1,3,11,0,1,1,1,0,10,5,3,4,96,35,0,1,9,66,3,7,17,10,9,10,16,5,24,7,37,36,0,3,29,0,1,75,35,25,3,2,2,6,9,2,2,2,1,0,0,0,0,0,0,1,0.0
60,102099916530784_1175622319178533,0.311426143064,8359,1979,101,209,149,432,449,68,84,46,661,124,22,44,4,17,5,38,81,288,2,16,6,22,105,76,472,258,212,33,12,0,24,118,314,9,17,75,4,5,19,2,0,87,456,13,21,83,84,7,3,0,54,24,76,3,0,1,7,16,4,7,7,2,9,1,32,457,21,16,130,117,2,17,193,1285,34,33,130,449,64,449,36,24,168,68,1673,1022,1,3,97,3,0,208,301,163,14,18,22,87,4,1,8,26,1,1,0,4,0,4,1,2,0.136363636364
61,102099916530784_1175762312497867,0.295287154949,2457,894,2,7,8,2,0,4,6,2,2,5,1,1,0,0,1,0,0,2,0,3,0,0,2,1,133,20,52,1,3,1,3,2,32,0,0,6,0,7,3,0,0,11,73,0,3,57,5,5,2,2,11,2,2,2,0,0,1,2,6,2,2,0,0,0,11,4,4,7,0,4,0,0,0,2,0,3,5,0,4,0,0,6,0,4,26,20,0,0,10,0,0,47,20,19,9,4,0,1,2,1,0,2,1,0,0,2,0,0,0,0,0.0
62,102099916530784_1175767149164050,0.329482078823,10579,3377,1,24,24,14,2,16,32,9,6,76,15,3,5,1,2,3,4,3,0,11,10,1,5,6,416,72,59,19,2,0,4,3,73,2,0,371,0,0,0,0,1,7,261,4,7,53,2,0,4,4,12,2,4,2,0,0,5,12,9,0,5,0,17,0,3,18,2,3,0,0,0,1,1,11,8,4,17,2,4,2,1,14,8,16,129,13,0,0,48,2,0,131,174,95,26,9,0,5,7,0,1,1,2,0,1,0,1,1,0,1,0.0
63,102099916530784_1176755075731924,0.276378037132,3553,1018,0,5,23,6,6,2,6,5,2,6,3,1,0,0,0,0,4,4,0,5,0,0,1,1,51,15,9,2,1,0,0,4,8,0,0,1,0,1,0,0,0,5,35,0,0,7,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,0,1,2,0,1,0,2,1,0,0,58,0,2,3,6,1,6,3,1,2,2,12,2,0,0,11,0,0,34,21,7,11,6,0,5,0,0,1,2,1,1,0,0,2,8,0,0,0.0
64,102099916530784_1177207172353381,0.343976570516,7764,1648,5,7,30,22,1,12,2,43,6,137,6,2,0,8,3,0,1,6,0,2,6,0,3,2,166,88,29,7,3,1,2,10,84,1,0,2,1,2,0,0,0,1,88,10,3,21,2,2,0,2,10,0,1,1,0,0,0,2,0,0,6,0,0,0,1,8,3,1,774,102,0,8,2,7,1,0,21,1,7,1,5,8,61,12,48,11,0,0,32,1,1,85,169,141,2,5,0,10,2,1,0,1,0,0,0,1,0,0,0,1,0.0
65,102099916530784_1177375732336525,0.310312477651,12526,3517,3,8,15,13,3,7,3,5,1,19,4,0,1,6,2,0,8,2,0,5,10,1,3,3,366,30,56,14,1,0,0,10,48,0,0,5,1,1,0,0,3,10,181,1,4,22,3,3,0,0,11,0,5,2,0,0,6,6,2,0,3,1,0,0,1,9,3,1,2,13,2,6,1,8,1,5,9,3,7,3,0,23,8,7,87,23,0,0,69,1,0,86,30,70,38,23,0,29,0,0,26,50,1,3,0,15,7,22,1,13,0.0
66,102099916530784_1177764265631005,0.295682958269,5096,1692,13,28,60,31,7,24,45,58,16,40,23,5,1,5,18,2,10,17,0,5,9,1,4,26,317,181,561,110,22,2,8,12,303,1,4,5,12,13,3,0,3,121,1009,8,9,99,99,19,12,5,47,133,10,14,4,1,13,39,1,56,3,2,8,4,135,101,29,6,9,24,4,5,4,19,18,4,33,7,16,7,21,9,46,24,363,202,2,3,200,14,2,133,420,36,26,16,5,91,25,3,15,77,117,76,2,5,8,26,47,13,0.0
67,102099916530784_1177956688945096,0.273745248147,8971,2592,1,41,47,16,5,3,20,9,3,11,14,2,1,1,10,7,1,4,1,38,3,0,1,6,178,57,105,185,18,1,9,4,139,2,12,4,4,4,11,2,1,20,279,2,8,123,24,13,5,1,25,1,6,12,0,3,18,4,1,2,2,0,7,0,25,16,5,18,9,5,2,1,1,7,3,6,3,5,10,5,33,5,6,3,153,184,1,0,28,0,0,149,62,35,10,16,1,15,3,1,17,105,9,3,0,1,6,10,3,8,0.0
68,102099916530784_1178316765575755,0.351956187002,5545,1012,0,8,33,7,10,18,125,6,1,10,3,0,1,1,0,2,2,0,0,4,4,0,5,3,47,59,17,4,1,1,2,15,38,1,0,2,1,0,0,0,0,25,76,0,1,14,2,0,0,2,20,0,1,0,0,0,4,3,1,0,1,0,3,0,0,2,2,3,4,7,23,1,4,18,2,327,353,10,130,10,4,15,17,18,57,26,0,2,53,0,0,53,104,192,12,8,3,49,1,0,0,2,1,3,0,0,1,5,0,0,0.15625
69,102099916530784_1179002078840557,0.341600766694,12429,2774,6,35,52,12,56,6,10,18,22,136,80,8,2,8,7,6,3,14,0,10,8,0,15,31,832,552,294,250,25,2,6,16,226,5,8,0,26,7,1,1,3,299,849,17,9,72,12,11,4,36,17,8,6,6,3,4,1,4,2,1,12,0,2,3,11,112,7,0,31,24,3,8,38,29,3,6,17,56,13,56,41,6,44,6,141,84,0,0,1022,4,4,196,306,380,47,3,2,795,25,2,6,6,7,3,0,1,1,9,5,2,0.1
70,102099916530784_1179159008824864,0.304812053008,96309,22386,8,94,310,50,182,53,1355,155,23,161,91,26,5,6,2,27,6,2,0,27,74,0,14,25,377,398,168,60,36,18,14,208,439,1,5,17,25,20,32,8,12,166,873,11,34,154,5,6,11,13,62,0,104,13,1,1,13,12,8,0,8,0,15,2,82,26,55,44,12,38,646,6,7,411,13,1219,374,182,149,182,41,23,68,53,444,484,0,1,1678,16,31,1019,1421,536,511,79,28,1435,96,10,0,34,10,9,1,7,8,72,1,9,0.0
71,102099916530784_1180307682043330,0.308456125417,5080,1270,1,30,24,12,17,12,9,7,8,11,36,4,0,1,7,1,3,11,0,3,5,1,6,14,134,86,80,35,5,1,5,9,64,0,2,2,5,1,5,4,3,24,497,7,6,62,21,5,4,1,15,4,25,6,35,19,12,3,43,14,2,0,1,2,15,14,4,2,6,25,5,1,12,33,3,3,8,17,8,17,24,11,17,12,107,40,1,0,41,1,0,56,85,105,8,6,3,26,4,4,3,7,16,10,0,4,0,2,0,2,0.0
72,102099916530784_1180312942042804,0.32983601948,1168,332,1,8,7,0,1,2,2,0,2,3,4,0,0,0,3,0,2,3,0,2,1,0,0,5,25,13,14,12,0,0,0,4,13,0,0,0,2,1,1,0,0,7,105,0,1,18,1,2,0,1,1,1,4,0,10,6,1,1,12,1,0,0,0,1,3,2,0,0,0,6,1,0,0,1,0,2,2,1,3,1,5,2,2,2,27,5,0,0,11,1,1,11,18,22,2,4,0,2,1,1,0,1,3,2,0,2,0,1,0,0,0.0
73,102099916530784_1180730045334427,0.305374499544,8401,2793,17,37,44,50,13,6,11,34,78,63,53,11,4,9,45,11,24,41,0,14,6,2,28,24,229,159,331,145,22,4,18,9,226,8,10,0,14,6,20,5,2,39,828,139,49,449,17,20,73,11,59,37,30,22,58,11,12,16,10,8,14,0,6,7,44,37,7,6,27,31,2,9,8,7,1,3,17,13,17,13,27,14,59,6,139,135,2,0,159,2,4,213,353,100,10,18,2,52,32,2,18,25,22,19,0,2,1,120,6,77,0.0
74,102099916530784_1180733092000789,0.313598066989,5202,1842,2,34,16,24,7,5,3,6,17,13,24,5,12,8,3,6,11,15,1,6,6,0,9,14,83,91,95,41,4,1,12,5,103,8,1,0,3,9,4,0,1,57,612,72,23,199,12,12,12,7,35,40,32,4,23,5,10,21,13,3,8,1,2,1,19,14,4,2,14,16,0,8,2,7,1,2,15,7,10,7,12,3,15,5,50,53,1,0,29,1,0,152,117,43,3,4,0,2,8,2,7,16,50,28,0,1,1,36,4,43,0.0
75,102099916530784_1180948401979258,0.325199308637,6520,2169,3,68,149,23,31,627,32,22,29,73,127,11,1,2,86,7,8,31,1,15,16,1,13,20,499,157,894,206,92,7,5,23,285,2,30,2,23,16,25,19,1,91,1085,48,28,164,23,64,27,3,60,50,87,37,36,7,58,26,18,3,7,2,22,15,41,46,7,7,23,126,3,2,40,35,16,13,167,31,207,31,37,57,64,627,188,231,1,1,264,8,6,253,769,83,17,29,0,107,56,0,6,96,100,62,0,8,1,33,4,141,0.0
76,102099916530784_1180994795307952,0.298724017251,3005,1579,9,48,38,224,33,18,27,22,77,73,56,11,4,18,17,3,17,371,2,7,2,8,18,51,143,97,129,66,12,1,13,12,154,1,7,4,8,7,1,1,1,75,586,22,5,81,46,17,37,1,41,86,7,9,26,3,8,19,5,88,8,1,5,4,121,62,18,15,36,107,4,18,10,9,12,4,91,33,143,33,7,10,16,18,185,121,0,1,68,5,3,124,150,14,8,9,6,35,11,4,5,38,5,3,0,5,1,3,0,5,0.0
77,102099916530784_1181251595282272,0.304137052427,3742,613,6,77,11,10,34,4,13,7,5,42,48,19,0,15,5,0,4,19,0,8,5,0,29,15,150,96,157,125,3,2,7,44,131,0,18,5,16,4,3,10,10,34,417,6,4,85,9,6,3,3,17,11,10,3,7,17,11,16,8,3,4,0,1,0,6,15,3,5,2,9,0,15,4,18,0,5,4,34,11,34,6,5,49,4,68,40,0,0,126,1,4,84,152,61,20,6,0,100,11,0,2,39,79,45,0,4,0,5,6,1,0.05
78,102099916530784_1181924345214997,0.314173606548,5225,1076,1,28,29,34,33,43,13,39,5,57,44,3,2,2,9,1,10,8,0,3,4,0,9,12,228,97,437,49,36,0,8,15,130,2,2,1,4,11,1,17,4,123,662,3,38,70,34,13,17,5,24,32,54,8,38,44,21,14,22,3,5,0,5,76,113,20,2,4,17,232,0,2,7,6,1,3,15,33,63,33,8,19,17,43,59,77,0,2,340,5,3,95,436,31,86,20,0,213,47,1,2,203,426,207,1,3,1,3,29,11,0.0
79,102099916530784_1181931008547664,0.270046541188,7271,2842,1,65,134,26,32,169,15,50,3,83,54,11,0,3,3,3,15,19,1,18,23,0,11,13,430,200,850,88,19,5,40,20,197,0,1,1,24,44,4,55,4,263,1816,13,194,249,39,43,72,20,167,25,109,21,194,371,62,17,184,14,5,0,8,129,205,54,4,25,37,720,1,3,10,11,9,4,43,32,326,32,22,49,15,169,105,142,0,3,271,6,1,292,343,45,64,21,0,67,57,5,21,444,1700,1142,0,3,0,13,79,42,0.0
80,102099916530784_1181982891875809,0.287407256782,3561,1361,1,15,32,16,11,5,4,10,9,27,36,8,3,2,4,3,3,37,0,2,0,1,4,33,91,108,41,28,23,2,7,6,80,1,1,1,3,3,2,2,4,27,589,296,17,106,71,10,27,7,34,81,13,3,21,7,5,4,15,252,6,3,3,1,144,44,31,29,5,19,1,2,3,8,4,0,5,11,4,11,19,5,5,5,105,59,0,0,60,4,0,100,75,26,11,8,0,17,8,0,5,19,11,8,0,0,0,1,1,6,0.0
81,102099916530784_1182673395140092,0.280556022205,3712,1520,1,35,54,45,45,7,14,44,7,161,38,12,2,5,3,2,2,27,0,3,3,4,9,29,156,134,262,43,6,2,8,15,134,0,3,0,5,4,2,4,0,100,796,47,11,154,40,11,39,6,41,34,28,11,3,2,22,7,11,151,7,3,6,3,156,82,26,7,158,311,1,5,19,30,23,7,228,45,257,45,28,10,53,7,96,101,1,3,98,8,0,160,69,29,9,9,0,47,5,1,5,10,14,11,0,1,0,0,1,1,0.0
82,102099916530784_1182728465134585,0.281361815947,4489,1155,0,54,8,18,10,2,3,8,0,31,19,25,0,6,1,4,1,11,0,5,4,0,23,10,104,82,67,56,26,2,7,16,96,3,2,2,13,10,6,298,5,35,428,4,17,118,7,9,40,17,32,5,80,6,19,4,22,8,5,45,21,0,5,5,35,11,1,6,71,46,0,6,1,9,3,1,14,10,15,10,15,1,4,2,57,117,0,0,84,4,4,161,76,32,11,22,0,23,27,8,1,3,3,3,0,0,0,3,0,1,0.0
83,102099916530784_1182800165127415,0.291505234196,2418,1043,4,14,28,26,5,4,6,7,7,8,7,0,0,3,3,2,7,4,0,0,5,3,1,6,84,54,49,29,13,0,7,12,25,3,2,0,5,2,1,3,1,29,343,6,2,19,3,9,1,5,10,28,21,1,36,4,3,3,18,3,2,0,1,28,14,7,6,1,8,16,1,3,1,3,0,4,4,5,5,5,4,3,14,4,51,25,1,2,41,1,0,49,81,45,12,1,0,25,2,4,0,40,79,27,0,2,0,0,3,1,0.0
84,102099916530784_1183299165077515,0.310971753028,464,213,0,6,3,1,0,45,3,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,26,12,15,5,1,0,1,0,5,0,0,0,3,1,1,2,0,9,69,0,0,5,2,1,1,1,3,2,5,0,2,1,0,2,3,0,0,0,1,0,0,3,0,3,0,7,0,0,1,4,1,1,17,0,21,0,0,0,0,45,8,14,1,0,12,1,0,23,7,2,1,2,0,10,1,1,0,0,4,7,0,0,0,0,3,0,0.025
85,102099916530784_1183335255073906,0.301608807649,12777,3970,14,47,156,96,48,30,41,31,55,50,157,27,2,12,15,4,27,152,0,10,24,1,19,75,467,266,549,135,38,8,7,23,326,1,6,4,15,15,7,8,12,310,2632,592,141,381,207,54,195,13,77,164,99,32,104,137,10,11,149,236,31,6,9,4,740,250,114,57,68,246,4,12,31,24,42,17,116,48,343,48,24,24,34,30,246,195,4,0,251,2,2,338,254,22,18,16,0,76,52,5,9,79,29,13,0,5,0,13,10,13,0.0
86,102099916530784_1183461988394566,0.32118769991,17369,6465,0,39,20,7,1,6,19,4,3,28,13,41,1,0,0,1,3,2,0,9,5,0,3,7,100,87,57,34,1,1,1,6,112,1,1,3,4,3,2,1,0,30,349,0,12,78,20,2,1,1,22,1,8,4,4,5,0,5,10,1,42,0,3,0,15,8,6,5,8,9,0,0,0,17,1,4,20,1,15,1,26,7,13,6,46,45,0,0,57,2,0,248,211,44,10,11,0,14,10,0,2,2,8,3,0,0,1,1,0,0,0.0
87,102099916530784_1183508741723224,0.264509551759,5333,1918,19,38,44,132,63,14,19,32,44,80,76,13,1,7,16,3,17,87,1,11,13,4,21,52,240,136,181,106,18,2,9,23,174,4,10,3,20,6,5,59,3,66,992,87,16,723,59,26,46,6,37,63,14,21,23,15,7,13,12,434,11,0,4,3,215,117,47,13,48,59,2,7,28,27,32,8,68,63,89,63,58,12,44,14,184,149,3,2,345,8,85,261,170,25,22,53,0,51,121,16,3,24,16,7,0,43,0,4,0,1,0.0
88,102099916530784_1183933448347420,0.333480741538,7223,1804,5,54,47,81,629,31,15,51,4,90,32,3,4,23,10,3,7,8,1,10,8,1,22,6,225,94,535,93,46,4,9,19,171,1,7,1,36,8,4,4,6,111,459,1,15,133,12,32,106,6,44,1,40,33,16,2,22,6,5,7,27,1,4,18,116,8,2,5,105,277,3,23,304,1152,15,5,115,629,164,629,43,15,327,31,125,179,1,1,249,9,3,183,440,166,34,15,1,185,46,1,15,150,327,176,2,0,3,6,52,17,0.0
89,102099916530784_1183935425013889,0.368187175033,7108,1190,10,28,32,6,74,29,15,3,10,15,44,5,1,22,235,1,10,6,1,6,5,0,16,37,130,157,140,77,3,7,9,16,117,1,2,1,2,0,2,4,1,36,402,2,5,115,3,3,0,11,23,3,5,2,6,5,3,60,9,5,7,0,3,1,8,7,2,4,42,82,0,22,54,88,3,9,18,74,6,74,9,4,19,29,195,39,0,2,90,2,1,97,196,416,26,12,0,106,3,0,0,13,25,8,0,0,0,9,0,0,0.2375
90,102099916530784_1184534248287340,0.257265977188,5480,2365,9,37,36,75,15,15,11,23,222,86,40,12,2,2,6,7,33,60,0,6,9,4,15,49,161,107,152,56,17,5,8,17,121,3,4,2,8,7,7,1,4,56,1091,75,58,282,35,32,85,8,52,49,30,24,11,12,9,11,23,88,17,0,2,1,77,124,29,36,53,50,1,2,6,16,5,12,13,15,44,15,58,8,391,15,170,180,0,1,61,1,4,209,112,12,7,14,1,10,8,3,17,19,17,4,0,5,1,4,2,12,0.0
91,102099916530784_1184535124953919,0.252508186381,2326,1315,6,13,21,45,11,8,11,6,67,30,13,2,0,1,3,1,8,18,1,2,3,3,5,18,72,28,55,30,4,1,5,26,67,2,2,1,3,4,4,0,4,27,519,51,17,67,15,14,33,1,22,58,10,5,10,4,2,2,4,65,3,0,4,1,59,45,17,2,11,30,1,1,8,6,3,7,13,11,16,11,8,10,41,8,53,50,1,0,15,2,0,82,43,5,1,4,0,8,1,2,0,7,2,5,0,2,0,3,1,9,0.0
92,102099916530784_1184772921596806,0.30708175854,7782,2680,14,60,74,67,53,1010,12,32,28,192,69,11,0,11,14,8,10,67,1,13,16,3,15,24,242,138,311,164,29,4,11,23,233,3,12,3,12,13,8,8,8,64,1397,278,134,209,96,40,55,7,56,117,36,23,31,160,25,15,15,46,7,0,3,3,76,48,38,16,44,159,1,11,12,20,24,67,61,53,68,53,75,18,72,1010,127,113,1,1,200,3,2,292,224,89,15,10,2,113,32,2,5,38,32,17,0,6,1,9,3,23,0.0
93,102099916530784_1185343894873042,0.291052193972,13660,3286,11,177,57,44,27,7,51,16,18,52,48,59,20,13,6,6,11,57,0,28,39,0,38,41,326,293,161,137,20,6,23,54,265,9,8,0,36,14,7,22,4,284,3317,40,25,673,49,41,198,16,131,1663,179,28,204,16,14,77,149,45,22,4,16,4,139,142,32,19,20,68,2,13,8,17,10,15,40,27,52,27,25,15,15,7,454,377,195,3,94,0,3,709,888,48,63,7,6,17,30,14,2,25,33,10,0,6,3,6,3,4,0.0
94,102099916530784_1185743858166379,0.306781106588,12449,2272,12,152,82,59,38,12,12,57,15,210,213,80,4,21,118,15,10,78,1,22,19,7,78,81,367,329,453,310,14,8,20,44,464,8,21,8,39,17,16,110,6,65,1836,148,49,217,42,25,82,13,80,69,78,18,29,124,14,41,18,110,13,2,2,3,113,68,29,36,27,118,0,21,6,22,5,9,26,38,32,38,132,26,32,12,327,159,3,3,839,8,8,408,913,207,84,50,0,706,63,5,9,29,12,4,0,1,0,14,0,25,0.0
95,102099916530784_1186512798089485,0.292021970544,4781,1875,1,8,14,10,92,15,22,5,2,21,15,4,0,1,1,0,1,3,0,0,2,1,3,2,46,26,46,24,4,0,1,30,78,0,1,0,2,5,2,5,2,23,128,0,43,54,8,10,4,3,11,0,22,1,32,16,4,2,8,0,5,0,7,3,28,11,1,2,8,95,9,1,9,19,3,8,38,92,56,92,3,8,14,15,23,45,0,1,71,0,1,74,198,23,6,8,0,18,8,1,1,3,3,2,0,1,0,2,1,2,0.0
96,102099916530784_1186526911421407,0.298246541608,1828,642,0,5,6,1,9,11,29,6,2,8,4,1,0,0,0,0,4,3,0,0,1,0,7,5,48,33,58,14,5,0,2,2,34,0,1,0,1,2,0,1,1,18,99,2,20,37,2,4,6,2,16,0,11,2,36,8,13,0,0,2,0,0,1,2,19,11,4,1,4,44,2,0,6,7,5,10,17,9,16,9,6,4,4,11,11,25,0,0,40,0,1,43,153,10,11,1,0,19,2,0,0,2,8,3,0,0,0,1,0,0,0.0
97,102099916530784_1186530624754369,0.310743554795,2181,616,0,12,5,1,4,1,19,2,1,9,12,3,0,0,0,0,2,4,0,0,7,0,5,2,40,27,58,10,4,0,0,2,63,0,0,1,2,3,0,1,1,12,127,6,30,40,6,2,11,0,11,5,8,1,36,8,0,1,6,1,2,0,0,0,48,5,4,4,2,19,5,0,1,2,2,1,5,4,13,4,21,5,14,1,11,16,0,0,46,2,0,47,218,6,9,0,0,17,5,0,0,3,4,0,0,0,0,0,0,2,0.0
98,102099916530784_1186535984753833,0.379589204629,20543,2865,2,33,47,4,20,11,132,7,7,35,207,12,0,1,4,4,4,12,0,8,17,0,5,22,173,209,272,61,18,1,8,23,219,0,6,3,1,9,3,6,14,89,557,66,32,149,68,6,22,6,49,25,38,13,152,25,11,8,51,18,9,2,5,7,206,40,24,18,11,38,6,1,2,5,11,15,30,20,53,20,39,57,22,11,79,83,1,0,2256,7,1,340,1578,626,55,40,0,1116,101,1,2,39,9,1,0,0,0,0,0,3,0.133167613636
99,102099916530784_1187116728029092,0.353808396713,5009,1027,40,67,43,122,28,25,4,30,35,27,50,9,3,253,18,30,24,222,22,6,7,10,69,24,107,162,173,65,8,0,11,9,140,9,26,3,3,2,6,3,1,38,495,4,8,76,10,1,2,2,19,7,11,5,1,4,2,10,2,12,8,1,3,2,13,14,4,2,7,14,1,253,4,73,5,5,16,28,5,28,17,8,23,25,148,41,0,0,176,3,0,76,98,166,19,5,0,170,2,0,0,8,7,1,0,2,0,0,0,1,0.0904545454545
100,102099916530784_1188423471231751,0.377986673111,5057,1035,1,10,53,17,230,148,51,11,5,28,3,1,0,0,3,0,0,1,0,3,6,1,6,2,38,54,27,11,4,0,0,24,29,0,0,1,2,4,1,1,0,23,100,3,1,13,3,7,1,2,11,0,2,6,3,0,16,8,0,0,2,0,5,1,1,5,5,1,32,42,0,0,18,1315,7,1,21,230,10,230,40,14,25,148,34,14,0,0,35,4,0,150,32,73,7,5,0,31,1,3,2,1,0,1,0,0,0,1,0,0,0.211111111111
101,102099916530784_1188889084518523,0.33533963188,8980,1954,6,27,38,20,4,40,2,37,5,72,4,0,1,14,1,0,0,13,0,0,1,0,10,3,33,67,14,6,1,0,2,19,68,1,0,4,0,0,4,1,1,4,71,2,1,14,0,2,2,0,13,0,2,0,0,0,2,4,67,0,7,0,1,0,4,6,0,4,191,205,0,14,5,20,2,0,17,4,8,4,2,4,27,40,38,28,0,0,54,2,0,59,64,53,10,19,0,35,27,0,1,2,1,1,0,0,1,1,0,0,0.0
102,102099916530784_1188898427850922,0.301607094644,12251,3560,2,81,75,72,65,55,79,34,9,36,8,17,0,12,7,3,8,3,0,5,8,1,7,4,233,137,399,54,71,3,10,11,271,1,1,4,32,29,10,16,0,57,947,4,11,219,5,33,4,8,44,1,31,29,5,0,12,15,1,1,11,0,23,11,8,8,4,3,11,47,8,12,16,76,3,10,63,65,40,65,68,29,49,55,155,288,0,2,134,7,16,221,262,56,24,18,0,41,31,4,65,74,216,157,6,6,1,40,102,32,0.0
103,102099916530784_1189596227781142,0.314480897388,2935,766,0,32,99,14,129,122,9,132,16,201,3,0,1,5,0,0,1,3,0,4,2,1,8,7,31,60,22,140,1,4,4,45,46,2,2,3,4,1,1,1,0,18,151,0,1,21,0,3,0,1,12,0,0,1,0,0,1,3,1,0,3,0,1,1,1,5,2,1,40,34,6,5,25,211,2,3,20,129,6,129,1,2,3,122,27,18,1,0,24,0,0,68,33,40,14,3,0,8,4,4,1,2,3,0,0,0,0,1,0,0,0.116666666667
104,102099916530784_1189608831113215,0.305525298985,1928,704,3,3,10,37,2,7,7,2,7,11,5,0,1,2,0,1,4,5,1,1,2,0,5,2,38,48,27,9,3,1,2,4,36,0,0,3,5,1,1,0,0,7,126,0,2,8,1,0,1,0,5,0,0,0,1,0,1,4,1,1,2,0,0,1,0,4,1,1,11,6,1,2,1,4,2,2,2,2,2,2,6,1,10,7,13,13,0,0,11,1,1,19,24,24,27,0,0,6,3,1,0,3,3,1,0,0,0,0,0,1,0.0
